commit_sha,commit_dt,entry_dt,entry_title,entry_link
4e38c0fac06958808ffde9a5029d9ef491ad47c2,2022-12-01T14:15:11+00:00,2022-12-01T14:04:05+00:00,FEMA Daily Ops Briefing 12-1-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/01/file_attachments/2342590/FEMA%20Daily%20Ops%20Briefing%2012-1-2022.pdf
359c5738ed3c908b9e100f41d4929eb47c995ecf,2022-12-02T14:13:31+00:00,2022-12-02T13:45:58+00:00,FEMA Daily Ops Briefing 12-02-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/02/file_attachments/2343889/FEMA%20Daily%20Ops%20Briefing%2012-02-2022.pdf
a3dcc63dc8a8e17200fc57fcd4a0103dd87e0eeb,2022-12-03T14:12:22+00:00,2022-12-03T14:02:05+00:00,FEMA Daily Ops Briefing 12-03-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/03/file_attachments/2344920/FEMA%20Daily%20Ops%20Briefing%2012-03-2022.pdf
b4e641c9594cd12983bbf9d7a9971c0212701d9b,2022-12-04T13:36:28+00:00,2022-12-04T13:30:18+00:00,FEMA Daily Ops Briefing 12-04-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/04/file_attachments/2344977/FEMA%20Daily%20Ops%20Briefing%2012-04-2022.pdf
94cdbc47bb3ce307aaf3f48fedbb74d5a4dab48d,2022-12-05T14:14:11+00:00,2022-12-05T13:52:34+00:00,FEMA Daily Ops Briefing 12-05-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/05/file_attachments/2345350/FEMA%20Daily%20Ops%20Briefing%2012-05-2022.pdf
27bf128ea7318b46fd7588d839d4d6b57d161f9e,2022-12-06T14:13:47+00:00,2022-12-06T14:07:26+00:00,FEMA Daily Ops Briefing 12-06-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/06/file_attachments/2346673/FEMA%20Daily%20Ops%20Briefing%2012-06-2022.pdf
2faaad47cba72e584c6f9aa45ab4e00e8b42c8de,2022-12-07T14:14:07+00:00,2022-12-07T13:58:01+00:00,FEMA Daily Ops Briefing 12-07-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/07/file_attachments/2348000/FEMA%20Daily%20Ops%20Briefing%2012-07-2022.pdf
257773dc69be1d980fcbafb7b3782bf4546e3723,2022-12-08T14:13:45+00:00,2022-12-08T14:02:00+00:00,FEMA Daily Ops Briefing 12-08-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/08/file_attachments/2349055/FEMA%20Daily%20Ops%20Briefing%2012-08-2022.pdf
16e7a6947f361c96c00dd488f3906b045b8e7527,2022-12-09T14:13:38+00:00,2022-12-09T13:47:23+00:00,FEMA Daily Ops Briefing 12-09-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/09/file_attachments/2350317/FEMA%20Daily%20Ops%20Briefing%2012-09-2022.pdf
3b77977817e9c61c3932282248daa1b671aa7ae6,2022-12-10T13:36:43+00:00,2022-12-10T13:32:52+00:00,FEMA Daily Ops Briefing 12-10-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/10/file_attachments/2351305/FEMA%20Daily%20Ops%20Briefing%2012-10-2022.pdf
b202ab5931b270614e974d09cf88b874b67855ec,2022-12-11T13:36:47+00:00,2022-12-11T13:30:18+00:00,FEMA Daily Ops Briefing 12-11-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/11/file_attachments/2351459/FEMA%20Daily%20Ops%20Briefing%2012-11-2022.pdf
c2f1f395e7149c0154977d66bafa030595ccf764,2022-12-12T14:14:05+00:00,2022-12-12T13:56:29+00:00,FEMA Daily Ops Briefing 12-12-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/12/file_attachments/2352016/FEMA%20Daily%20Ops%20Briefing%2012-12-2022.pdf
e4ed040811dfd57ebe1d6794a31a2c01acdda35a,2022-12-13T14:14:27+00:00,2022-12-13T13:58:08+00:00,FEMA Daily Ops Briefing 12-13-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/13/file_attachments/2353458/FEMA%20Daily%20Ops%20Briefing%2012-13-2022.pdf
09355c30b96ef979d6b06c94936a3669ae94d110,2022-12-14T14:13:52+00:00,2022-12-14T14:01:48+00:00,FEMA Daily Ops Briefing 12-14-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/14/file_attachments/2354926/FEMA%20Daily%20Ops%20Briefing%2012-14-2022.pdf
96901d05cfbc999af093969f8ce48dec5162b105,2022-12-15T14:14:18+00:00,2022-12-15T13:54:44+00:00,FEMA Daily Ops Briefing 12-15-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/15/file_attachments/2356347/FEMA%20Daily%20Ops%20Briefing%2012-15-2022.pdf
d2c6c5b0b870a0320c1640cef0986b0af67cdffb,2022-12-16T14:12:54+00:00,2022-12-16T13:46:53+00:00,FEMA Daily Ops Briefing 12-16-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/16/file_attachments/2357507/FEMA%20Daily%20Ops%20Briefing%2012-16-2022.pdf
13785b79b584378db16b3d10e8ab4d10e87ab5f3,2022-12-17T13:16:35+00:00,2022-12-17T13:11:40+00:00,FEMA Daily Ops Briefing 12-17-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/17/file_attachments/2358409/FEMA%20Daily%20Ops%20Briefing%2012-17-2022.pdf
e2b785042465e928ad033511fe81d3f39f923c11,2022-12-18T14:11:45+00:00,2022-12-18T13:51:38+00:00,FEMA Daily Ops Briefing 12-18-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/18/file_attachments/2358488/FEMA%20Daily%20Ops%20Briefing%2012-18-2022.pdf
07eb3f606f946d7ece9438a847c46b5d3910a206,2022-12-19T14:13:56+00:00,2022-12-19T13:43:38+00:00,FEMA Daily Ops Briefing 12-19-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/19/file_attachments/2358703/FEMA%20Daily%20Ops%20Briefing%2012-19-2022.pdf
fedc9be6e8805edfbb6f46e57492c6a113b74628,2022-12-20T14:14:48+00:00,2022-12-20T13:54:40+00:00,FEMA Daily Ops Briefing 12-20-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/20/file_attachments/2359871/FEMA%20Daily%20Ops%20Briefing%2012-20-2022.pdf
7a8c1bf9be37c82ba1f6d33c205c6e7ea6b10e66,2022-12-21T14:13:48+00:00,2022-12-21T13:49:19+00:00,FEMA Daily Ops Briefing 12-21-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/21/file_attachments/2361252/FEMA%20Daily%20Ops%20Briefing%2012-21-2022.pdf
17ee41589b83dd19c335d6bbc9429cecd2af8d48,2022-12-22T14:13:16+00:00,2022-12-22T13:55:10+00:00,FEMA Daily Ops Briefing 12-22-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/22/file_attachments/2362518/FEMA%20Daily%20Ops%20Briefing%2012-22-2022.pdf
1df5005395eabc75f23b288fd9c33bb903f48b8c,2022-12-23T14:12:38+00:00,2022-12-23T13:57:22+00:00,FEMA Daily Ops Briefing 12-23-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/23/file_attachments/2363425/FEMA%20Daily%20Ops%20Briefing%2012-23-2022.pdf
1e9699fec494152c55166d2be9b25e0845aa66fc,2022-12-24T14:36:18+00:00,2022-12-24T14:32:23+00:00,FEMA Daily Ops Briefing 12-24-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/24/file_attachments/2363787/FEMA%20Daily%20Ops%20Briefing%2012-24-2022.pdf
539690363d7e79bfece8d1a90ba15f8345ffee43,2022-12-25T14:36:10+00:00,2022-12-25T14:13:13+00:00,FEMA Daily Ops Briefing 12-25-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/25/file_attachments/2363865/FEMA%20Daily%20Ops%20Briefing%2012-25-2022.pdf
77d9ae8432ae8c8548594ae4ba345d7b9434a301,2022-12-26T14:12:47+00:00,2022-12-26T13:51:28+00:00,FEMA Daily Ops Briefing 12-26-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/26/file_attachments/2363943/FEMA%20Daily%20Ops%20Briefing%2012-26-2022.pdf
6c58f66b721af35d8414cc4be5410d75b6bbf1b2,2022-12-27T14:12:53+00:00,2022-12-27T14:11:03+00:00,FEMA Daily Ops Briefing 12-27-2022,https://content.govdelivery.com/attachments/USDHSFEMA/2022/12/27/file_attachments/2364190/FEMA%20Daily%20Ops%20Briefing%2012-27-2022.pdf
